IRONSTL production by tech,,,,,,,,,,,,,,,,,,,,
"3_1p5C,date=2021-20-10T07:49:36-07:00",Central America and Caribbean,iron and steel,BLASTFUR,iron and steel,BLASTFUR,0.0010033,3.00E-04,4.00E-04,5.00E-04,0.113451787,0.8575923,1.983692813,3.129503,4.006131,4.586704,4.376942,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Central America and Caribbean,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0,0.00728153,0.05736749,0.25761176,0.86815654,1.76034128,3.2038716,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Central America and Caribbean,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,5.57E-06,2.74E-05,8.07E-05,1.29E-04,3.30E-05,5.34E-07,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Central America and Caribbean,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,1.33E-06,4.26E-05,1.07E-04,1.52E-04,1.32E-04,2.63E-05,1.30E-07,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Central America and Caribbean,iron and steel,EAF with DRI,iron and steel,EAF with DRI,0.9181,0.9217,0.9016,1.0652,1.143707,1.05163,0.715243,0.3872963,0.1724841,0.03264342,0.001102862,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Central America and Caribbean,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,0.0966023,0.2447809,0.3817759,0.4927257,0.5837347,0.5299115,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Central America and Caribbean,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,0.071659,0.2746991,0.5728618,0.8626734,1.1893701,1.5348965,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Central America and Caribbean,iron and steel,EAF with scrap,iron and steel,EAF with scrap,0.28949,0.2912,0.2849,0.3366,0.351884,0.5107511,0.6653084,0.7799178,0.8953832,0.9826015,1.1662649,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Central Asia,iron and steel,BLASTFUR,iron and steel,BLASTFUR,4.454,4.625,3.376,3.62,4.55056,0.711424,0.4063908,0.19827778,0.03753934,0.004535029,1.70E-05,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Central Asia,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0,0.088995,0.1969161,0.3801107,0.5782071,0.4574114,0.2872551,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Central Asia,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,1.0654,1.932332,2.971434,3.227494,2.0605957,0.94814317,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Central Asia,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,0.151044,6.803789,8.3024178,7.2306636,4.361409,1.6943178,0.526763033,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Central Asia,iron and steel,EAF with DRI,iron and steel,EAF with DRI,0.203,0.57,1.2742,0.846,0.897268,0.16211341,0.09203234,0.1229883,0.1617031,0.1090465,0.006277933,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Central Asia,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,0.0381991,0.05137772,0.1320706,0.29896827,0.52472243,0.6036826,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Central Asia,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,0.349045,0.724585,2.005833,4.6193645,8.255057,10.739732,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Central Asia,iron and steel,EAF with scrap,iron and steel,EAF with scrap,0.0642,0.1802,0.4018,0.2668,0.361306,0.1858862,0.2574041,0.4307207,0.7800596,1.1591249,1.1618213,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",China,iron and steel,BLASTFUR,iron and steel,BLASTFUR,98.9,314,572,756,955.19,751.2111,448.0835,173.8351,59.951589,12.2445733,0.033348563,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",China,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0,21.4421,117.9608,209.3701,169.93401,109.9223,51.33766,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",China,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,2.62697,11.43921,16.24463,11.76168,5.715272,0.2088797,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",China,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,0.448816,19.548729,41.94668,38.4676871,22.879757,8.5349894,0.259485266,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",China,iron and steel,EAF with DRI,iron and steel,EAF with DRI,0.922,2.09,3.32,2.37,12.749044,11.263582,10.1086236,5.789459,3.272982,0.6285465,0.011705175,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",China,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,2.86368,8.46267,12.132621,16.304542,17.818567,12.116711,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",China,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,12.7027,53.4368,94.27992,123.37816,141.39614,149.54463,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",China,iron and steel,EAF with scrap,iron and steel,EAF with scrap,17.5,39.7,63,45.1,70.6699,112.8535,195.33116,266.34067,324.6714,360.4788,356.2339,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Colombia,iron and steel,BLASTFUR,iron and steel,BLASTFUR,0.255,0.335,0.34,0.241,0.2638077,0.01959105,0.005748526,8.96E-04,5.53E-05,3.40E-06,9.41E-08,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Colombia,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0,0.0133803,0.0321031,0.05606827,0.07274273,0.06465637,0.0276138,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Colombia,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,0.11396,0.2532468,0.410938,0.4597135,0.3360109,0.088388,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Colombia,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,0.00644801,0.8001736,1.10041292,1.00493624,0.6362683,0.2734547,0.05638264,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Colombia,iron and steel,EAF with DRI,iron and steel,EAF with DRI,0.264,0.511,0.659,0.737,0.867087,0.752504,0.597874,0.4561072,0.3699211,0.1910816,0.004868323,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Colombia,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,0.0761739,0.2123442,0.4431688,0.7484094,1.0572603,1.0643583,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Colombia,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,0.0597667,0.2362256,0.6301371,1.2165832,2.0680258,3.2444979,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Colombia,iron and steel,EAF with scrap,iron and steel,EAF with scrap,0.0833,0.161,0.208,0.233,0.2735175,0.3349866,0.4196335,0.6283146,0.9754904,1.3731722,1.7242931,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",EU-12,iron and steel,BLASTFUR,iron and steel,BLASTFUR,21.2339,22.6761,17.235,18.22,16.76417,13.96921,8.782308,3.964488,1.9529609,0.50728911,0.002234916,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",EU-12,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0,0.541128,2.694234,4.886823,5.0965475,3.368014,1.628641,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",EU-12,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,0.0496645,0.1849988,0.2810491,0.24868057,0.1345513,0.00427538,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",EU-12,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,0.00158788,0.31801017,0.646970841,0.62612654,0.3987628,0.163654478,0.005290062,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",EU-12,iron and steel,EAF with DRI,iron and steel,EAF with DRI,2.7214,3.42988,3.4864,3.0739,2.798276,3.292188,2.853507,2.1340484,1.599342,0.857814,0.03420488,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",EU-12,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,0.304084,0.725247,1.095867,1.3999627,1.9522983,2.0394082,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",EU-12,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,0.558298,1.77033,2.495419,2.6382081,3.033087,3.449038,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",EU-12,iron and steel,EAF with scrap,iron and steel,EAF with scrap,3.46402,4.37412,4.4375,3.9061,3.66923,6.205901,8.66291,9.584685,9.727346,10.80313,11.620201,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",EU-15,iron and steel,BLASTFUR,iron and steel,BLASTFUR,89.754,97.87,84.52,82.69,85.4571,64.09733,37.34171,15.07822,6.947384,2.24683121,0.019454255,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",EU-15,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0,0.924495,6.436466,14.53544,16.322196,11.171283,5.654314,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",EU-15,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,0.0343076,0.1778971,0.3203124,0.28720398,0.13673048,0.001883811,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",EU-15,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,0.00736247,0.2782639,0.70760236,0.75717398,0.5047429,0.212847138,0.002971219,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",EU-15,iron and steel,EAF with DRI,iron and steel,EAF with DRI,26.0359,29.5961,27.7591,25.6622,27.41358,25.22586,20.70014,15.4303,11.86003,7.41351,0.750238,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",EU-15,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,1.19394,3.659094,6.161935,7.867437,10.542585,13.178446,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",EU-15,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,1.2305,6.009406,10.204454,11.165549,11.891969,13.654276,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",EU-15,iron and steel,EAF with scrap,iron and steel,EAF with scrap,33.1483,37.682,35.3595,32.672,35.03684,39.79198,50.7848,57.14193,57.8927,60.15327,62.26952,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Europe_Eastern,iron and steel,BLASTFUR,iron and steel,BLASTFUR,28.1,34.8005,31.93,21.7,21.49692,15.78402,8.94056,3.324817,1.4967012,0.47906393,0.004678839,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Europe_Eastern,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0,0.326827,2.569376,5.163225,5.5138482,3.785991,1.943525,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Europe_Eastern,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,0.0683944,0.3742642,0.5998958,0.5161417,0.29174209,0.0445227,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Europe_Eastern,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,0.00716111,0.50850067,1.33509537,1.34060712,0.8640112,0.3670197,0.043793724,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Europe_Eastern,iron and steel,EAF with DRI,iron and steel,EAF with DRI,2.107,4.673,2.883,2.89,2.789496,2.644091,2.273453,1.6212693,1.11394,0.621615,0.03590442,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Europe_Eastern,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,0.170474,0.625331,0.980199,1.097542,1.4077617,1.4681863,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Europe_Eastern,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,0.20851,1.109052,2.0710829,2.580028,3.714371,5.137484,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Europe_Eastern,iron and steel,EAF with scrap,iron and steel,EAF with scrap,0.992,2.205,1.3568,1.359,1.399308,1.667452,2.487551,2.9708667,3.002681,3.416431,3.954059,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Europe_Non_EU,iron and steel,BLASTFUR,iron and steel,BLASTFUR,4.81889,6.1404,10.0829,12.7745,15.49488,12.08322,7.48028,3.397122,1.557551,0.5841729,0.009330257,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Europe_Non_EU,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0,0.220635,1.642334,4.415916,6.3214465,6.481506,5.037897,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Europe_Non_EU,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,0.00871162,0.04720538,0.09947272,0.10815874,0.06912513,0.002938157,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Europe_Non_EU,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,0.00196777,0.06732112,0.174322129,0.201912356,0.1448567,0.06958531,0.002628291,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Europe_Non_EU,iron and steel,EAF with DRI,iron and steel,EAF with DRI,5.8117,10.6655,14.8157,14.2691,18.25794,19.48833,19.81404,17.97675,15.29473,11.78071,6.654849,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Europe_Non_EU,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,0.851948,2.805843,4.885385,6.355425,8.445807,12.216016,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Europe_Non_EU,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,0.136615,0.667807,1.3949351,1.8602191,2.2438258,2.940555,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Europe_Non_EU,iron and steel,EAF with scrap,iron and steel,EAF with scrap,2.73602,5.0161,6.9803,6.7237,8.32327,8.95584,10.09983,10.738995,10.888581,11.231845,11.953835,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",European Free Trade Association,iron and steel,BLASTFUR,iron and steel,BLASTFUR,0,0,0,0,0.00182243,1.19E-04,1.63E-05,2.88E-06,3.23E-07,5.27E-08,1.88E-09,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",European Free Trade Association,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0,6.96E-05,2.22E-04,4.24E-04,5.64E-04,3.71E-04,7.21E-05,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",European Free Trade Association,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,0.00536484,0.0173778,0.03349869,0.042456159,0.03585274,0.006689803,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",European Free Trade Association,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,0.00159518,0.04940687,0.088322681,0.092602293,0.06635663,0.03423732,0.005871105,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",European Free Trade Association,iron and steel,EAF with DRI,iron and steel,EAF with DRI,0.675,0.82,0.814,0.909,1.015878,0.810386,0.4913579,0.2293621,0.1133046,0.02832242,3.68E-04,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",European Free Trade Association,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,0.048295,0.1204212,0.174247,0.19294593,0.1926794,0.1549935,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",European Free Trade Association,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,0.0317124,0.1389725,0.3015806,0.45276889,0.6247469,0.7776117,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",European Free Trade Association,iron and steel,EAF with scrap,iron and steel,EAF with scrap,0.858,1.044,1.036,1.156,1.319971,1.559277,1.792023,1.9267885,1.985468,2.027751,2.085274,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",India,iron and steel,BLASTFUR,iron and steel,BLASTFUR,15.7,20.4,23.9,38.2,47.3307,25.46821,9.974615,2.894059,0.510589,0.011629534,9.89E-05,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",India,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0,5.14602,13.25063,16.74073,14.59267,8.759104,2.310848,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",India,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,6.3848,16.36874,24.8046,24.85842,15.7889,1.447779,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",India,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,0.125875,43.822867,55.0926829,45.6692154,27.9587421,11.534683,1.21527143,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",India,iron and steel,EAF with DRI,iron and steel,EAF with DRI,6.72,19.3,34.2,38.6,53.5104,84.5701,100.12411,110.55331,118.59046,103.571,43.17676,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",India,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,8.1233,24.01338,48.45495,79.40836,123.782127,177.29624,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",India,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,1.51838,5.89633,12.86833,21.386928,32.992255,60.157998,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",India,iron and steel,EAF with scrap,iron and steel,EAF with scrap,2.12,6.09,10.8,12.2,16.5558,29.95314,44.99029,64.24569,87.03545,114.95043,151.79314,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Indonesia,iron and steel,BLASTFUR,iron and steel,BLASTFUR,0,0,0,2.72,4.4641,6.94097,7.534387,6.479828,4.415867,2.1479149,0.77963228,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Indonesia,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0,0.113688,0.5783533,1.600639,2.7954556,2.3377173,1.671946,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Indonesia,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,1.70E-04,6.11E-04,0.001235416,0.001472087,9.61E-04,1.52E-04,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Indonesia,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,5.26E-05,0.00130874,0.002576048,0.002946698,0.002201478,0.001098593,1.99E-04,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Indonesia,iron and steel,EAF with DRI,iron and steel,EAF with DRI,1.98,2.79,2.78,1.62,2.72338,4.459057,4.90966,4.560799,4.0071,2.839303,0.4515225,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Indonesia,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,0.530401,1.393926,2.348305,3.46259,4.823172,5.310371,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Indonesia,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,1.62816,6.42512,12.590955,18.145634,24.170066,31.97646,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Indonesia,iron and steel,EAF with scrap,iron and steel,EAF with scrap,0.624,0.882,0.879,0.512,0.842869,1.848152,2.8075777,3.6177889,4.353213,4.360614,3.065917,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Japan,iron and steel,BLASTFUR,iron and steel,BLASTFUR,69.2,83.6,85.8,81.1,76.4874,56.93452,34.67466,15.12719,7.702442,2.2026034,0.017567714,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Japan,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0,1.25297,10.29359,23.177984,27.380783,20.53572,11.98174,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Japan,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,0.09038,0.5422052,0.9402432,0.8428806,0.4397691,0.016038283,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Japan,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,0.00714583,0.69074705,1.96396332,2.06077322,1.3621572,0.57108423,0.016628031,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Japan,iron and steel,EAF with DRI,iron and steel,EAF with DRI,18.2,18.7,15.5,15.6,14.4978,13.18059,11.188631,8.271786,6.091947,3.752673,0.641878,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Japan,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,0.635661,2.119573,3.343351,3.880907,5.291527,7.627728,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Japan,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,0.771517,3.397167,4.740181,4.58083,5.258637,6.782542,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Japan,iron and steel,EAF with scrap,iron and steel,EAF with scrap,9.8,10.1,8.35,8.42,8.10994,9.17949,13.682138,16.935945,18.694052,26.5181,31.62308,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Mexico,iron and steel,BLASTFUR,iron and steel,BLASTFUR,4.78,4.5,5.16,4.98,5.29714,4.345226,3.07264,1.752356,0.9985136,0.3986504,0.008363274,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Mexico,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0,0.156225,1.265635,3.6047574,5.9052423,7.087732,6.241985,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Mexico,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,0.00159225,0.01049768,0.024506382,0.02866979,0.0171956,4.76E-04,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Mexico,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,1.70E-04,0.012349538,0.040048102,0.051530675,0.03936604,0.019368281,4.42E-04,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Mexico,iron and steel,EAF with DRI,iron and steel,EAF with DRI,7.21,8.88,8.9,10.1,10.75825,11.12861,10.3857,8.300417,6.207575,3.596731,0.5974346,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Mexico,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,0.765663,2.403129,3.876383,4.74204,5.596696,6.751826,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Mexico,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,0.215653,1.256395,2.859228,4.3920796,6.71015,9.577971,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Mexico,iron and steel,EAF with scrap,iron and steel,EAF with scrap,2.28,2.81,2.81,3.18,3.30945,4.038678,5.319453,6.166731,6.530973,6.671555,7.181857,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Middle East,iron and steel,BLASTFUR,iron and steel,BLASTFUR,2.01,2.46,2.15,2.41,3.53001,3.55652,3.657849,3.3878,2.571606,1.481932,0.16852994,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Middle East,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0,0.0787595,0.8056618,3.5437838,8.6986827,14.250366,15.457952,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Middle East,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,2.99E-04,0.002128806,0.006615862,0.009744593,0.004358805,7.70E-05,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Middle East,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,8.14E-05,0.00219857,0.007379387,0.011187421,0.009633009,0.003969082,3.01E-05,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Middle East,iron and steel,EAF with DRI,iron and steel,EAF with DRI,5.9518,9.7166,13.5652,20.4858,25.81602,28.00147,31.02344,31.45392,30.17375,25.50003,16.25249,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Middle East,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,1.14062,4.158474,7.932691,11.614068,16.653021,27.026064,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Middle East,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,0.0931186,0.4810698,1.1132044,1.7252488,2.4312165,3.371964,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Middle East,iron and steel,EAF with scrap,iron and steel,EAF with scrap,1.87987,3.0704,4.2778,6.4822,8.03308,9.47292,12.64287,15.599052,18.050246,20.37818,23.50098,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Pakistan,iron and steel,BLASTFUR,iron and steel,BLASTFUR,0.776,0.801,0.401,0.182,0.306377,0.900203,2.2102945,4.2848423,6.791763,9.95302,13.28439,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Pakistan,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0,0.0056635,0.05580063,0.31886135,1.27303237,2.82810577,4.7670081,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Pakistan,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,3.94E-06,2.38E-05,8.29E-05,1.40E-04,3.61E-05,5.47E-07,0,0,0,Mt
