IRONSTL production by tech,,,,,,,,,,,,,,,,,,,,
"0_1p5C,date=2021-20-10T07:49:36-07:105",Europe_Eastern,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0,0.327011,2.545787,5.119907,5.4794717,3.766503,1.936746,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:106",Europe_Eastern,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,0.0684668,0.3711276,0.5952853,0.5129092,0.29017644,0.044386632,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:107",Europe_Eastern,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,0.00716111,0.50851567,1.32444537,1.32951512,0.856765,0.36392284,0.043584467,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:108",Europe_Eastern,iron and steel,EAF with DRI,iron and steel,EAF with DRI,2.107,4.673,2.883,2.89,2.789496,2.522346,1.935055,1.3173182,0.939008,0.5582535,0.03491259,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:109",Europe_Eastern,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,0.144165,0.47269,0.7897289,0.9696261,1.3474472,1.4542406,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:110",Europe_Eastern,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,0.352303,1.651059,2.647975,2.9470751,3.872112,5.162716,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:111",Europe_Eastern,iron and steel,EAF with scrap,iron and steel,EAF with scrap,0.992,2.205,1.3568,1.359,1.399308,1.668551,2.475946,2.9526691,2.988967,3.408609,3.950709,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:112",Europe_Non_EU,iron and steel,BLASTFUR,iron and steel,BLASTFUR,4.81889,6.1404,10.0829,12.7745,15.49488,12.10613,7.54276,3.454796,1.592285,0.5962078,0.009432717,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:113",Europe_Non_EU,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0,0.223563,1.686728,4.49555,6.3738336,6.502229,5.038175,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:114",Europe_Non_EU,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,0.00883134,0.04847469,0.10146181,0.10963392,0.06983191,0.002954556,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:115",Europe_Non_EU,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,0.00196777,0.06815882,0.178344133,0.206154758,0.1476286,0.0707588,0.002655547,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:116",Europe_Non_EU,iron and steel,EAF with DRI,iron and steel,EAF with DRI,5.8117,10.6655,14.8157,14.2691,18.25794,19.28829,19.06738,17.15392,14.775,11.56075,6.618685,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:117",Europe_Non_EU,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,0.827298,2.634944,4.645683,6.193934,8.367192,12.196539,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:118",Europe_Non_EU,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,0.265021,1.242831,2.075632,2.2965242,2.43835,2.97976,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:119",Europe_Non_EU,iron and steel,EAF with scrap,iron and steel,EAF with scrap,2.73602,5.0161,6.9803,6.7237,8.32327,9.0022,10.28761,10.960666,11.038497,11.299333,11.969163,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:120",European Free Trade Association,iron and steel,BLASTFUR,iron and steel,BLASTFUR,0,0,0,0,0.00182243,1.19E-04,1.63E-05,2.88E-06,3.23E-07,5.27E-08,1.88E-09,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:121",European Free Trade Association,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0,6.99E-05,2.21E-04,4.23E-04,5.64E-04,3.70E-04,7.22E-05,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:122",European Free Trade Association,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,0.00539789,0.01734631,0.0333591,0.042323713,0.03576073,0.006680321,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:123",European Free Trade Association,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,0.00159518,0.04967057,0.088274181,0.092338993,0.06611208,0.0340852,0.005853403,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:124",European Free Trade Association,iron and steel,EAF with DRI,iron and steel,EAF with DRI,0.675,0.82,0.814,0.909,1.015878,0.789757,0.4504422,0.1941178,0.0952464,0.02528632,3.58E-04,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:125",European Free Trade Association,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,0.0417395,0.0929533,0.1400575,0.17015954,0.1820542,0.1526222,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:126",European Free Trade Association,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,0.0547465,0.2079422,0.3776153,0.50069315,0.6448003,0.7819446,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:127",European Free Trade Association,iron and steel,EAF with scrap,iron and steel,EAF with scrap,0.858,1.044,1.036,1.156,1.319971,1.563215,1.7914,1.9205732,1.978713,2.021588,2.083336,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:128",India,iron and steel,BLASTFUR,iron and steel,BLASTFUR,15.7,20.4,23.9,38.2,47.3307,25.61144,10.19821,2.965003,0.5175894,0.011817847,9.90E-05,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:129",India,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0,5.20609,13.51317,17.04768,14.81748,8.866936,2.324857,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:130",India,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,6.46466,16.75144,25.33772,25.24626,15.97707,1.456343,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:131",India,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,0.125875,44.318767,56.015183,46.4978255,28.5066521,11.778953,1.23709464,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:132",India,iron and steel,EAF with DRI,iron and steel,EAF with DRI,6.72,19.3,34.2,38.6,53.5104,82.5011,94.41495,104.07259,113.95566,101.1741,42.69226,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:133",India,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,7.75023,22.02407,45.51183,77.1506,122.413522,176.65585,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:134",India,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,2.89457,10.73138,19.11838,26.082619,35.629843,61.11631,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:135",India,iron and steel,EAF with scrap,iron and steel,EAF with scrap,2.12,6.09,10.8,12.2,16.5558,30.17856,45.80122,65.4598,88.05987,115.53481,151.91408,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:136",Indonesia,iron and steel,BLASTFUR,iron and steel,BLASTFUR,0,0,0,2.72,4.4641,6.81582,7.274417,6.247308,4.282231,2.1000499,0.77304047,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:137",Indonesia,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0,0.109791,0.5472225,1.5455936,2.7535457,2.3152954,1.664472,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:138",Indonesia,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,1.64E-04,5.79E-04,0.001190546,0.001441648,9.47E-04,1.51E-04,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:139",Indonesia,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,5.26E-05,0.00126502,0.002451998,0.002827673,0.002129915,0.00107093,1.97E-04,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:140",Indonesia,iron and steel,EAF with DRI,iron and steel,EAF with DRI,1.98,2.79,2.78,1.62,2.72338,3.874795,3.751331,3.445772,3.351765,2.59666,0.4409955,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:141",Indonesia,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,0.407268,0.943948,1.765499,3.0744934,4.644474,5.266202,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:142",Indonesia,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,2.49568,8.46545,14.72158,19.438163,24.6887,32.0488,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:143",Indonesia,iron and steel,EAF with scrap,iron and steel,EAF with scrap,0.624,0.882,0.879,0.512,0.842869,1.806582,2.6911517,3.4911429,4.275768,4.330934,3.061701,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:144",Japan,iron and steel,BLASTFUR,iron and steel,BLASTFUR,69.2,83.6,85.8,81.1,76.4874,56.93764,34.68646,15.1398,7.710279,2.2054698,0.017581734,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:145",Japan,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0,1.25232,10.28129,23.165546,27.373383,20.5337,11.9825,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:146",Japan,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,0.0903555,0.5418734,0.9401886,0.8430008,0.439939,0.016043115,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:147",Japan,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,0.00714583,0.68995005,1.96093232,2.05837822,1.3608585,0.57075324,0.016629475,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:148",Japan,iron and steel,EAF with DRI,iron and steel,EAF with DRI,18.2,18.7,15.5,15.6,14.4978,13.18127,11.195122,8.279042,6.096261,3.754486,0.641861,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:149",Japan,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,0.635599,2.120523,3.34458,3.881251,5.290853,7.626979,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:150",Japan,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,0.770826,3.389583,4.73138,4.576403,5.257998,6.783833,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:151",Japan,iron and steel,EAF with scrap,iron and steel,EAF with scrap,9.8,10.1,8.35,8.42,8.10994,9.1794,13.684328,16.938675,18.695226,26.51752,31.6217,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:152",Mexico,iron and steel,BLASTFUR,iron and steel,BLASTFUR,4.78,4.5,5.16,4.98,5.29714,4.364033,3.115456,1.788608,1.0191989,0.4050926,0.008408625,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:153",Mexico,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0,0.159412,1.299051,3.6547231,5.9395408,7.101593,6.240403,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:154",Mexico,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,0.00162582,0.01078161,0.024871638,0.028914753,0.0172885,4.77E-04,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:155",Mexico,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,1.70E-04,0.012599238,0.041095243,0.052518655,0.03997523,0.019592451,4.44E-04,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:156",Mexico,iron and steel,EAF with DRI,iron and steel,EAF with DRI,7.21,8.88,8.9,10.1,10.75825,10.9057,9.59525,7.457923,5.674924,3.378341,0.5843525,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:157",Mexico,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,0.723041,2.095865,3.444364,4.444603,5.449516,6.708033,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:158",Mexico,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,0.40658,2.141748,3.92558,5.0937521,7.029262,9.639755,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:159",Mexico,iron and steel,EAF with scrap,iron and steel,EAF with scrap,2.28,2.81,2.81,3.18,3.30945,4.079078,5.441223,6.285419,6.603442,6.697566,7.178447,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:160",Middle East,iron and steel,BLASTFUR,iron and steel,BLASTFUR,2.01,2.46,2.15,2.41,3.53001,3.56884,3.708643,3.445779,2.609945,1.49886,0.16941983,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:161",Middle East,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0,0.079589,0.8242319,3.5964065,8.7423101,14.27391,15.465347,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:162",Middle East,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,3.02E-04,0.0021777,0.006721873,0.009821131,0.004378999,7.70E-05,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:163",Middle East,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,8.14E-05,0.00221981,0.007526088,0.011375491,0.009760846,0.004010822,3.03E-05,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:164",Middle East,iron and steel,EAF with DRI,iron and steel,EAF with DRI,5.9518,9.7166,13.5652,20.4858,25.81602,27.85357,30.38939,30.69855,29.68346,25.27917,16.2071,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:165",Middle East,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,1.12411,4.027952,7.731544,11.476266,16.581312,27.005761,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:166",Middle East,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,0.183332,0.926552,1.6763996,2.0887696,2.600072,3.410687,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:167",Middle East,iron and steel,EAF with scrap,iron and steel,EAF with scrap,1.87987,3.0704,4.2778,6.4822,8.03308,9.51701,12.85254,15.864362,18.232828,20.46171,23.51971,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:168",Pakistan,iron and steel,BLASTFUR,iron and steel,BLASTFUR,0.776,0.801,0.401,0.182,0.306377,0.903845,2.2334115,4.3208723,6.819377,9.967364,13.288117,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:169",Pakistan,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0,0.00569381,0.05649381,0.3212559,1.27552,2.8296277,4.7673893,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:170",Pakistan,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,3.96E-06,2.41E-05,8.36E-05,1.40E-04,3.62E-05,5.47E-07,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:171",Pakistan,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,1.80E-06,3.30E-05,9.46E-05,1.56E-04,1.51E-04,3.42E-05,1.57E-07,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:172",Pakistan,iron and steel,EAF with DRI,iron and steel,EAF with DRI,0.0694,0.019,0.76,2.06,2.553,3.930049,6.050777,8.753011,11.996834,15.029404,17.033048,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:173",Pakistan,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,0.164678,0.614148,1.4369792,2.7037065,4.469327,7.025841,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:174",Pakistan,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,0.0127025,0.07428919,0.15044685,0.16804926,0.16854866,0.20077943,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:175",Pakistan,iron and steel,EAF with scrap,iron and steel,EAF with scrap,0.0219,0.006,0.24,0.65,0.768984,1.203699,2.001856,3.1080342,4.516973,6.097916,7.96844,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:176",Russia,iron and steel,BLASTFUR,iron and steel,BLASTFUR,46.1,55.3,49,49.3,49.36749,34.32933,16.023538,3.595467,0.9039086,0.06603805,5.57E-05,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:177",Russia,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0,1.5316,6.42793,9.807428,9.083573,5.512843,2.3466477,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:178",Russia,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,0.385668,1.356236,1.757555,1.3717536,0.70583941,0.056717955,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:179",Russia,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,0.0215296,2.7170819,5.3277245,4.71524919,2.8004647,1.04202767,0.067267158,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:180",Russia,iron and steel,EAF with DRI,iron and steel,EAF with DRI,5.34,7.34,12.2,14.7,14.87489,11.38106,6.26544,2.715555,1.319967,0.2830795,0.003058212,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:181",Russia,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,0.674295,1.595929,2.315084,2.526266,2.406147,1.587403,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:182",Russia,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,3.09151,11.06549,17.63969,20.157752,24.17673,26.88251,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:183",Russia,iron and steel,EAF with scrap,iron and steel,EAF with scrap,2.52,3.46,5.75,6.91,7.30371,8.45546,10.514251,11.441891,11.261269,11.019676,10.566822,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:184",South Africa,iron and steel,BLASTFUR,iron and steel,BLASTFUR,4.27,5.26,4.37,3.91,3.800269,2.854867,1.41966,0.4427377,0.14236789,0.006927415,1.01E-05,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:185",South Africa,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0,0.355123,0.938693,1.139361,0.9181683,0.4964361,0.1809799,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:186",South Africa,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,0.0965281,0.2785253,0.43512,0.4304387,0.25699108,0.021302709,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:187",South Africa,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,0.0011276,0.679439873,1.141109755,1.098138669,0.7054416,0.29603975,0.022258093,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:188",South Africa,iron and steel,EAF with DRI,iron and steel,EAF with DRI,2.64,3.22,2.47,1.91,1.957722,3.179087,3.508097,3.6805716,3.690402,2.928208,0.8700197,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:189",South Africa,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,0.358403,0.884814,1.635961,2.5391044,3.844204,5.091287,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:190",South Africa,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,0.182571,0.569692,0.8917558,1.1053063,1.4578762,2.4170501,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:191",South Africa,iron and steel,EAF with scrap,iron and steel,EAF with scrap,0.834,1.02,0.78,0.602,0.61276,1.1566579,1.5421612,1.9574116,2.478824,3.212801,4.207885,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:192",South America_Northern,iron and steel,BLASTFUR,iron and steel,BLASTFUR,3.65E-04,5.00E-04,0,0,0,0,0,1.69E-04,4.67E-04,0.001118553,0.002329179,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:193",South America_Northern,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0,0,0,1.95E-05,1.18E-04,3.93E-04,0.001036827,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:194",South America_Northern,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,0,0,5.82E-07,1.76E-06,1.81E-06,1.36E-07,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:195",South America_Northern,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,0,0,0,6.01E-07,1.00E-06,8.56E-07,8.38E-08,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:196",South America_Northern,iron and steel,EAF with DRI,iron and steel,EAF with DRI,2.66,3.73,1.68,1.02,6.76E-05,2.85E-05,5.92E-05,1.66E-06,1.16E-06,3.02E-07,9.46E-09,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:197",South America_Northern,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,0,0,7.80E-06,1.55E-05,2.06E-05,1.45E-05,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:198",South America_Northern,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,0,0,2.06E-04,5.89E-04,0.001616229,0.003980573,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:199",South America_Northern,iron and steel,EAF with scrap,iron and steel,EAF with scrap,0.84,1.18,0.53,0.323,2.20E-05,1.71E-05,8.42E-05,3.96E-05,1.08E-04,2.37E-04,4.98E-04,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:200",South America_Southern,iron and steel,BLASTFUR,iron and steel,BLASTFUR,1.3723,1.4915,0.706,0.8217,0.826424,0.941611,0.8705216,0.669236,0.4589663,0.2365474,0.05329267,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:201",South America_Southern,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0,0.0222075,0.1335405,0.411654,0.91993953,1.6699929,2.1147239,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:202",South America_Southern,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,0.0642671,0.2375349,0.4914491,0.6500191,0.5196353,0.25235273,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:203",South America_Southern,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,0.00436019,0.49404778,0.96571309,1.066166407,0.792957,0.4125744,0.141247393,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:204",South America_Southern,iron and steel,EAF with DRI,iron and steel,EAF with DRI,0.5386,0.8251,1.2784,1.7011,1.674456,1.840993,1.691336,1.5607575,1.557966,1.302629,0.6348678,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:205",South America_Southern,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,0.105756,0.2664551,0.4948258,0.8026949,1.2190719,1.7692534,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:206",South America_Southern,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,0.339726,1.117438,1.941461,2.6606817,3.594016,4.919033,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:207",South America_Southern,iron and steel,EAF with scrap,iron and steel,EAF with scrap,0.17043,0.2604,0.4033,0.5377,0.5354025,0.7654737,1.0578128,1.3770215,1.7340341,2.036436,2.142031,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:208",South Asia,iron and steel,BLASTFUR,iron and steel,BLASTFUR,0,0,0,0,0.0074066,0.01586344,0.0305975,0.03936056,0.03338129,0.01030142,8.60E-05,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:209",South Asia,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0,0.00275694,0.04369049,0.18820555,0.424432899,0.63081276,0.6015313,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:210",South Asia,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,2.21E-05,2.83E-04,0.001105752,0.002091502,0.001237922,4.74E-05,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:211",South Asia,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,7.73E-07,1.91E-04,0.001071483,0.002074785,0.002217738,0.00119672,1.47E-05,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:212",South Asia,iron and steel,EAF with DRI,iron and steel,EAF with DRI,0.0208,0.0228,0.0822,0.0988,0.2651284,0.796942,1.6329644,2.7005624,3.937494,4.787677,3.97699,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:213",South Asia,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,0.0605228,0.2624439,0.6946224,1.4848799,2.9373557,6.046785,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:214",South Asia,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,0.00489183,0.03506289,0.07252332,0.098121711,0.13749307,0.27390781,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:215",South Asia,iron and steel,EAF with scrap,iron and steel,EAF with scrap,0.00657,0.0072,0.026,0.0312,0.0760858,0.2800879,0.68548638,1.28567262,2.141459,3.3739483,5.140269,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:216",South Korea,iron and steel,BLASTFUR,iron and steel,BLASTFUR,22.5,26.7,34.1,48.5,49.18109,37.04315,22.31379,10.05217,5.251461,2.0569622,0.041032829,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:217",South Korea,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0,1.0114,4.66958,8.026549,8.094149,5.432415,2.834273,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:218",South Korea,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,0.0395992,0.1970852,0.4148816,0.45651017,0.28670715,0.024617328,0,0,0,Mt
"0_1p5C,date=2021-20-10T07:49:36-07:219",South Korea,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,0.00681445,0.4177901,1.15299495,1.34946294,0.9602415,0.45818898,0.037084243,0,0,0,Mt
