"","region","year","input","total_energy","share","Ref","1p5","1p5 delay"
"210","Europe",2035,"refined liquids",2.53467122513144,2.15169910779619,0.05453849813672,NA,NA
"211","Europe",2040,"biomass",1.2267684614443,1.28073964189642,NA,0.01571171,NA
"212","Europe",2040,"biomass",1.385217306459,0.986815204824659,NA,NA,0.013669535
"213","Europe",2040,"biomass",2.4956154007102,0.540117880189555,0.013479265,NA,NA
"214","Europe",2040,"coal",1.2267684614443,17.456756913026,NA,0.2141539882,NA
"215","Europe",2040,"coal",1.385217306459,32.3379061834771,NA,NA,0.447950273
"216","Europe",2040,"coal",2.4956154007102,65.664345112378,1.6387295094,NA,NA
"217","Europe",2040,"electricity",1.2267684614443,39.0937866111563,NA,0.47959024453,NA
"218","Europe",2040,"electricity",1.385217306459,31.6557626630388,NA,NA,0.4385011029
"219","Europe",2040,"electricity",2.4956154007102,17.8117081527667,0.44451173179,NA,NA
"220","Europe",2040,"gas",1.2267684614443,19.1849379110392,NA,0.2353547676403,NA
"221","Europe",2040,"gas",1.385217306459,19.3843305561854,NA,NA,0.2685151016055
"222","Europe",2040,"gas",2.4956154007102,13.2999682632045,0.3319160562661,NA,NA
"223","Europe",2040,"hydrogen",1.2267684614443,18.7326223914694,NA,0.2298059035,NA
"224","Europe",2040,"hydrogen",1.385217306459,11.8662942726427,NA,NA,0.1643739619
"225","Europe",2040,"hydrogen",2.4956154007102,0.543936068680173,0.0135745523,NA,NA
"226","Europe",2040,"refined liquids",1.2267684614443,4.25115653141266,NA,0.052151847574,NA
"227","Europe",2040,"refined liquids",1.385217306459,3.76889111983133,NA,NA,0.0522073320535
"228","Europe",2040,"refined liquids",2.4956154007102,2.13992452278112,0.0534042859541,NA,NA
"229","Europe",2045,"biomass",0.95872539572393,0.619862092576846,NA,0.0059427753,NA
"230","Europe",2045,"biomass",1.08993902664401,0.786024712444595,NA,NA,0.0085671901
"231","Europe",2045,"biomass",2.445687735574,0.634949825119656,0.01552889,NA,NA
"232","Europe",2045,"coal",0.95872539572393,6.07164546382393,NA,0.058210407,NA
"233","Europe",2045,"coal",1.08993902664401,16.158127169945,NA,NA,0.176113734
"234","Europe",2045,"coal",2.445687735574,65.4620698592271,1.600997814,NA,NA
"235","Europe",2045,"electricity",0.95872539572393,47.8855101636629,NA,0.459090546811,NA
"236","Europe",2045,"electricity",1.08993902664401,40.1493403156145,NA,NA,0.43760332904
"237","Europe",2045,"electricity",2.445687735574,17.9292379506121,0.43849317364,NA,NA
"238","Europe",2045,"gas",0.95872539572393,11.2478849205484,NA,0.1078363292151,NA
"239","Europe",2045,"gas",1.08993902664401,16.856073558141,NA,NA,0.18372092407
"240","Europe",2045,"gas",2.445687735574,13.1628107394686,0.321921247912,NA,NA
"241","Europe",2045,"hydrogen",0.95872539572393,30.1316649364303,NA,0.2888799239,NA
"242","Europe",2045,"hydrogen",1.08993902664401,21.9686858756922,NA,NA,0.239445281
"243","Europe",2045,"hydrogen",2.445687735574,0.667241286065902,0.0163186383,NA,NA
"244","Europe",2045,"refined liquids",0.95872539572393,4.04343242295761,NA,0.03876541349783,NA
"245","Europe",2045,"refined liquids",1.08993902664401,4.08174836816267,NA,NA,0.04448856843401
"246","Europe",2045,"refined liquids",2.445687735574,2.1436903395067,0.052427971722,NA,NA
"247","Europe",2050,"biomass",0.795413472119601,0.00829555134691991,NA,0.000065983933,NA
"248","Europe",2050,"biomass",0.809551860857027,0.00819631097256146,NA,NA,0.000066353388
"249","Europe",2050,"biomass",2.380173813095,0.693406670941357,0.016504284,NA,NA
"250","Europe",2050,"coal",0.795413472119601,0.143606382094097,NA,0.00114226451,NA
"251","Europe",2050,"coal",0.809551860857027,0.141446694815544,NA,NA,0.00114508435
"252","Europe",2050,"coal",2.380173813095,65.3824899021308,1.556216903,NA,NA
"253","Europe",2050,"electricity",0.795413472119601,52.4305708439513,NA,0.417039824002,NA
"254","Europe",2050,"electricity",0.809551860857027,51.1236033048775,NA,NA,0.4138720818918
"255","Europe",2050,"electricity",2.380173813095,18.0186837423575,0.4288759919,NA,NA
"256","Europe",2050,"gas",0.795413472119601,0.635508460304646,NA,0.005054919909723,NA
"257","Europe",2050,"gas",0.809551860857027,0.610850619345726,NA,NA,0.00494515255597
"258","Europe",2050,"gas",2.380173813095,13.0006062635246,0.309437025828,NA,NA
"259","Europe",2050,"hydrogen",0.795413472119601,43.7379929936224,NA,0.347897888706,NA
"260","Europe",2050,"hydrogen",0.809551860857027,45.1987159557184,NA,NA,0.365907046103
"261","Europe",2050,"hydrogen",2.380173813095,0.759447768081067,0.0180761769,NA,NA
"262","Europe",2050,"refined liquids",0.795413472119601,3.04402576868063,NA,0.024212591058878,NA
"263","Europe",2050,"refined liquids",0.809551860857027,2.91718711427035,NA,NA,0.023616142568257
"264","Europe",2050,"refined liquids",2.380173813095,2.14536565296468,0.051063431467,NA,NA
"265","Global",2015,"biomass",33.62328951019,0,NA,NA,0
"266","Global",2015,"biomass",33.62328962019,0,NA,0,NA
"267","Global",2015,"biomass",33.62329061019,0,0,NA,NA
"268","Global",2015,"coal",33.62328951019,79.7421861417643,NA,NA,26.8119461082
"269","Global",2015,"coal",33.62328962019,79.7421862080385,NA,26.8119462182,NA
"270","Global",2015,"coal",33.62329061019,79.7421868045071,26.8119472082,NA,NA
"271","Global",2015,"coal with CCS",33.62328951019,0,NA,NA,0
